DatGeracaoConjuntoDados;NumAno;DscClassificacao;DescricaoCategoria;SigAgente;NumCNPJ;NumOrdemIASC;MdaIndicadorQualidade;MdaIndicadorSatisfacao;MdaIndicadorFidelidade;MdaIndicadorValor;MdaIndicadorConfianca;MdaSatisfacaoR2;MdaFidelidadeR2;MdaValorR2;MdaConfiancaR2;MdaPesoQualidadeInformacao;MdaPesoQualidadeAcesso;MdaPesoQualidadeConfiabilidade;MdaPesoSatisfacaoS1;MdaPesoSatisfacaoS2;MdaPesoSatisfacaoS3;MdaPesoFidelidadeV33;MdaPesoFidelidadeV34;MdaPesoFidelidadeV35;MdaPesoFidelidadeV36;MdaPesoValorV28;MdaPesoValorV29;MdaPesoValorV30;MdaPesoValorV31;MdaPesoValorV91;MdaPesoConfiancaV37;MdaPesoConfiancaV38;MdaPesoConfiancaV39;MdaPesoConfiancaV40;MdaMediaQualidadeInformacaoV15;MdaMediaQualidadeInformacaoV16;MdaMediaQualidadeInformacaoV21;MdaMediaQualidadeInformacaoV22;MdaMediaQualidadeInformacaoV23;MdaMediaQualidadeInformacaoV24;MdaMediaQualidadeInformacaoV90;MdaMediaQualidadeAcessoV10;MdaMediaQualidadeAcessoV11;MdaMediaQualidadeAcessoV12;MdaMediaQualidadeAcessoV17;MdaMediaQualidadeAcessoV19;MdaMediaQualidadeConfiabilidadeV8;MdaMediaQualidadeConfiabilidadeV9;MdaMediaQualidadeConfiabilidadeV13;MdaMediaQualidadeConfiabilidadeV14;MdaMediaQualidadeConfiabilidadeV18;MdaMediaQualidadeConfiabilidadeV20;MdaMediaSatisfacaoS1;MdaMediaSatisfacaoS2;MdaMediaSatisfacaoS3;MdaMediaFidelidadeV33;MdaMediaFidelidadeV34;MdaMediaFidelidadeV35;MdaMediaFidelidadeV36;MdaMediaFidelidadeV93;MdaMediaFidelidadeV94;MdaMediaValorV28;MdaMediaValorV29;MdaMediaValorV30;MdaMediaValorV31;MdaMediaValorV91;MdaMediaValorV92;MdaMediaConfiancaV37;MdaMediaConfiancaV38;MdaMediaConfiancaV39;MdaMediaConfiancaV40;MdaMediaQualidadeInformacao;MdaMediaQualidadeAcesso;MdaMediaQualidadeConfiabilidade;MdaMediaQualidade;MdaMediaSatisfacao;MdaMediaFidelidade;MdaMediaValor;MdaMediaConfianca;MdaDsvPadQualidadeInformacaoV15;MdaDsvPadQualidadeInformacaoV16;MdaDsvPadQualidadeInformacaoV21;MdaDsvPadQualidadeInformacaoV22;MdaDsvPadQualidadeInformacaoV23;MdaDsvPadQualidadeInformacaoV24;MdaDsvPadQualidadeInformacaoV90;MdaDsvPadQualidadeAcessoV10;MdaDsvPadQualidadeAcessoV11;MdaDsvPadQualidadeAcessoV12;MdaDsvPadQualidadeAcessoV17;MdaDsvPadQualidadeAcessoV19;MdaDsvPadQualidadeConfiabilidadeV8;MdaDsvPadQualidadeConfiabilidadeV9;MdaDsvPadQualidadeConfiabilidadeV13;MdaDsvPadQualidadeConfiabilidadeV14;MdaDsvPadQualidadeConfiabilidadeV18;MdaDsvPadQualidadeConfiabilidadeV20;MdaDsvPadSatisfacaoS1;MdaDsvPadSatisfacaoS2;MdaDsvPadSatisfacaoS3;MdaDsvPadFidelidadeV33;MdaDsvPadFidelidadeV34;MdaDsvPadFidelidadeV35;MdaDsvPadFidelidadeV36;MdaDsvPadFidelidadeV93;MdaDsvPadFidelidadeV94;MdaDsvPadValorV28;MdaDsvPadValorV29;MdaDsvPadValorV30;MdaDsvPadValorV31;MdaDsvPadValorV91;MdaDsvPadValorV92;MdaDsvPadConfiancaV37;MdaDsvPadConfiancaV38;MdaDsvPadConfiancaV39;MdaDsvPadConfiancaV40;MdaDsvPadQualidadeInformacao;MdaDsvPadQualidadeAcesso;MdaDsvPadQualidadeConfiabilidade;MdaDsvPadQualidade;MdaDsvPadSatisfacao;MdaDsvPadFidelidade;MdaDsvPadValor;MdaDsvPadConfianca;MdaCoeficienteQualidadeValor;MdaCoeficienteQualidadeSatisfacao;MdaCoeficienteValorSatisfacao;MdaCoeficienteQualidadeConfianca;MdaCoeficienteSatisfacaoConfianca;MdaCoeficienteConfiancaFidelidade;MdaCoeficienteSatisfacaoFidelidade;QtdSexoV11;QtdSexoV12;QtdFaixaEtariaV21;QtdFaixaEtariaV22;QtdFaixaEtariaV23;QtdFaixaEtariaV24;QtdFaixaEtariaV25;QtdFaixaEtariaV26;QtdFaixaEtariaV27;QtdFaixaEtariaV28;QtdFaixaEtariaV29;QtdEscolaridadeV31;QtdEscolaridadeV32;QtdEscolaridadeV33;QtdEscolaridadeV34;QtdEscolaridadeV35;QtdEscolaridadeV36;QtdEscolaridadeV37;QtdEscolaridadeV38;QtdEscolaridadeV39;QtdRendaV41;QtdRendaV42;QtdRendaV43;QtdRendaV44;QtdRendaV45;QtdRendaV46;QtdRendaV47
13/06/2023;2012;Concessionária;Nordeste;Energisa Sergipe;1,30E+13;22;65,7;64,3;47,06;34,83;56,08;0,4854;3,91E-02;5,52E-02;0,23;0,80579171;0,59467555;0,87612395;0,84187122;0,77351365;0,78091306;;0,90044028;0,92134781;0,71881329;;0,96799128;0,97174654;0,96222173;;0,80907678;0,79936188;0,84071989;0,83356853;6,586207;6,507837;7,640625;6,2375;6,109375;6,557994;;7,106918;7,169279;7,88125;8,646875;7,125;8,215434;7,31875;5,169279;6,496875;7,373041;5,85625;7,884375;6,191223;6,194357;;4,746753;4,990228;6,162338;;;;4,1375;4,103125;4,1625;;;6,125;5,903125;6,084639;6,072555;6,60659;7,585864;6,738271;6,976909;6,756652;5,299773;4,134375;6,04633;1,291;1,405;1,306;1,466;1,551;1,228;;1,06;1,964;1,649;1,343;1,13;1,118;1,585;1,961;1,441;1,092;1,636;1,846;1,166;1,473;;1,882;1,679;1,49;;;;1,823;1,783;1,895;;;1,194;1,169;1,081;1,016;0,919;0,817;0,887;0,669;1,204;1,438;1,773;0,915;0,235;0,5439;0,3185;0,2663;0,2608;-1,91E-02;0,1864;82;238;2;31;82;83;63;39;19;0;1;0;163;52;13;67;10;15;0;0;98;184;32;5;0;1;0
13/06/2023;2012;Concessionária;Nordeste;Sulgipe;1,33E+13;23;67,09;63,92;47,24;32,4;61,23;0,5552;7,74E-02;9,45E-02;0,4076;0,81486666;0,802865;0,87066001;0,86086697;0,8366796;0,81778826;;0,87326083;0,91195617;0,5960816;;0,98093159;0,98235521;0,98325142;;0,86577138;0,86210528;0,87614626;0,90371656;6,672;6,496;7,58;6,052;5,696;6,449799;;7,348;7,328;8,048583;8,808;7,252;8,332;7,536;5,341365;6,592;7,472;6,056;7,724;6,272;6,221774;;4,570213;4,991489;6,647059;;;;3,984;3,904;3,86;;;6,308;6,512;6,664;6,556;6,490967;7,756917;6,888228;7,04537;6,739258;5,40292;3,916;6,51;1,288;1,55;1,328;1,828;1,981;1,48;;1,011;1,814;1,525;1,227;1,044;1,168;1,568;1,994;1,54;1,084;1,898;2,224;1,402;1,435;;1,977;1,761;1,492;;;;1,869;1,914;1,872;;;1,346;1,193;1,094;1,119;1,12;0,819;0,952;0,801;1,425;1,408;1,851;1,041;0,3074;0,5648;0,329;0,3395;0,3495;8,66E-02;0,1884;54;196;1;24;67;67;50;29;10;0;2;0;140;25;6;57;3;19;0;0;71;151;18;10;0;0;0
13/06/2023;2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Piratininga;4,17E+12;24;58,62;63,75;40,27;36,56;66;0,5617;4,77E-02;0,0038;0,4987;0,91616987;0,92596859;0,93764939;0,82757455;0,85520997;0,81430331;;0,9298242;0,95585669;0,96644534;;0,97994686;0,9854581;0,97236063;;0,88573645;0,88225324;0,85696841;0,89364106;5,864055;6,066964;6,504762;5,921114;5,779859;6,381696;;6,23341;6,45977;6,906178;6,619687;6,08216;6,537946;6,296214;6,190736;6,212471;6,233853;6,201814;6,944444;6,536748;6,737778;;4,862222;4,457778;4,56;;;;4,342222;4,306667;4,22049;;;6,870536;6,591518;7,293333;7,01566;6,086409;6,460241;6,278839;6,275163;6,739657;4,626667;4,289793;6,942762;1,398;1,717;1,417;1,454;1,539;1,501;;1,43;1,634;1,465;1,85;1,365;1,562;1,783;1,253;1,376;1,512;1,627;1,585;1,425;1,471;;2,441;2,36;2,369;;;;1,819;1,801;1,74;;;1,646;1,786;1,412;1,469;1,22;1,214;1,18;1,116;1,243;2,272;1,75;1,39;0,0613;0,7013;0,2221;0,372;0,3874;9,17E-02;0,1345;159;291;2;14;75;71;103;100;85;0;0;0;157;77;45;92;17;62;0;0;29;177;186;46;10;1;1
13/06/2023;2012;Concessionária;Nordeste;Neoenergia Coelba;1,51E+13;25;57,39;62,95;37,69;36,79;62,48;0,7268;0,2423;0,1543;0,6784;0,92610225;0,92402237;0,94699484;0,85113347;0,89920528;0,85395463;;0,89972652;0,95149107;0,94107079;;0,91342221;0,93898488;0,93914224;;0,87993767;0,88244721;0,89853823;0,90472907;5,897321;6,085011;6,366133;5,798206;5,701794;6,290179;;6,076749;6,068337;6,609481;6,939732;5,882086;6,635556;6,104444;5,854415;6,334831;6,330337;5,680899;6,726667;6,510022;6,767338;;4,44843;4,360802;4,369128;;;;4,382222;4,28;4,271715;;;6,706013;6,448889;6,74;6,596882;6,023107;6,315277;6,156747;6,165044;6,668009;4,392787;4,311312;6,622946;1,977;2,204;1,617;2,051;2,063;1,682;;1,655;1,663;1,513;1,903;1,709;1,595;1,506;1,893;1,683;1,649;1,967;1,799;1,728;1,797;;2,245;2,209;2,206;;;;1,748;1,725;1,71;;;1,908;1,885;1,769;1,918;1,614;1,353;1,363;1,345;1,54;2,066;1,608;1,667;0,3928;0,616;0,3733;0,4218;0,4378;0,267;0,2496;120;330;4;31;67;98;89;81;79;0;1;0;186;58;32;124;18;32;0;0;34;293;100;20;2;0;1
13/06/2023;2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso do Sul;1,54E+13;26;51,08;62,5;34,13;45,25;54,31;0,3807;0,1474;0,0118;0,3943;0,84696013;0,85558342;0,92129131;0,83051772;0,83550092;0,66624391;;0,97399798;0,99141645;0,98743734;;0,99082905;0,99497816;0,99351231;;0,8881118;0,84333105;0,74030257;0,85105063;5,159375;4,978056;5,171875;4,99375;4,796875;5,484375;;5,583072;5,946875;6,296875;6,98125;5,209524;6,165625;6,01875;5,749216;5,434375;5,509375;5,203125;6,740625;6,449686;6,702194;;3,959375;4,10625;4,146875;;;;5,05625;5,0875;5,075;;;5,537736;5,798742;6,7125;5,625786;5,097384;6,003519;5,680078;5,59366;6,630835;4,070833;5,072917;5,918691;1,235;1,324;1,313;1,291;1,344;1,401;;1,229;1,198;0,952;1,687;1,177;1,021;1,038;1,005;1,121;1,362;1,464;1,305;1,03;1,183;;1,684;1,61;1,619;;;;1,514;1,504;1,496;;;1,589;1,37;1,179;1,441;0,947;0,825;0,838;0,76;0,913;1,612;1,494;1,167;0,1088;0,555;0,2112;0,3567;0,3462;0,2312;0,2027;116;204;6;29;76;83;59;42;25;0;0;0;140;61;39;47;14;19;0;0;84;169;50;13;3;1;0
13/06/2023;2012;Concessionária;Nordeste;Enel Distribuição Ceará;7,05E+12;27;58,52;62,21;54,84;50,77;63,56;0,5822;0,1559;0,0152;0,5156;0,94000543;0,96101191;0,96233196;0,84003571;0,84617655;0,75682318;;0,9291032;0,96796745;0,96353716;;0,96745875;0,97916556;0,97243215;;0,83673608;0,87336257;0,80697978;0,82339052;5,881068;5,820455;6,3867;6,01039;6,091146;6,387528;;6,275;6,241135;6,620525;6,684444;6,317673;6,357778;6,344519;6,286863;6,400463;6,198218;6,050239;6,626667;6,588889;6,580135;;5,894144;5,947964;5,963636;;;;5,597778;5,574944;5,534831;;;6,635135;6,479358;6,984234;6,804455;6,096214;6,427756;6,273013;6,265661;6,598564;5,935248;5,569184;6,725796;1,507;1,72;1,551;1,453;1,366;1,31;;1,531;1,585;1,503;1,487;1,53;1,517;1,546;1,554;1,47;1,58;1,706;1,789;1,469;1,507;;2,332;2,354;2,305;;;;1,835;1,833;1,815;;;1,567;1,698;1,375;1,437;1,154;1,321;1,276;1,194;1,296;2,222;1,779;1,272;0,1235;0,6673;0,2912;0,3629;0,4045;0,2275;0,1967;128;322;3;43;87;116;86;62;53;0;0;0;214;75;44;86;8;23;0;0;109;293;43;5;0;0;0
13/06/2023;2012;Concessionária;Sul acima de 400 mil unidades consumidoras;Celesc-Dis;8,34E+12;28;57,86;62,17;42,44;32,24;60,42;0,5125;0,1115;8,70E-03;0,3061;0,92772259;0,93754149;0,94901606;0,81298093;0,77536163;0,72585414;;0,93790598;0,96817584;0,97680594;;0,96077138;0,96146882;0,96656145;;0,88049579;0,91855938;0,90814593;0,89921856;6,049217;6,190583;6,303241;5,696145;5,606818;6,211712;;6,256944;6,255656;6,48307;6,843049;6,125843;6,304444;6,222222;6,221939;6,281818;6,135556;6,131222;6,96882;6,330211;6,458797;;5,051111;4,695556;4,720982;;;;3,930958;3,873333;3,901786;;;6,436242;6,242697;6,586667;6,48764;6,009619;6,392913;6,2162;6,206244;6,585943;4,82255;3,902026;6,438311;1,69;1,689;1,42;1,603;1,657;1,575;;1,591;1,677;1,512;1,542;1,577;1,501;1,609;1,296;1,573;1,543;1,592;1,497;1,472;1,388;;2,393;2,598;2,588;;;;1,814;1,756;1,778;;;1,503;1,568;1,364;1,478;1,289;1,32;1,188;1,187;1,122;2,429;1,716;1,333;9,34E-02;0,6805;0,1598;0,24;0,3304;0,2489;6,26E-02;183;267;8;16;51;83;125;86;81;0;0;0;199;42;24;98;32;55;0;0;40;204;135;56;8;4;3
13/06/2023;2012;Concessionária;Nordeste;Neoenergia Pernambuco;1,08E+13;29;64,58;61,74;40,91;37,82;60,1;0,4447;0,1713;8,23E-02;0,4807;0,90609243;0,91284982;0,9309181;0,80911922;0,826823;0,7632275;;0,86671012;0,94813089;0,94354341;;0,9435946;0,970163;0,96748968;;0,86881372;0,9043554;0,90597777;0,90620327;6,428251;6,755011;6,816964;6,371365;6,397727;6,922727;;6,626168;6,516827;7,230952;8,046667;6,61959;7,213333;7,057906;6,763033;6,741497;6,659243;6,43508;6,633333;6,937639;6,0625;;4,808889;4,608889;4,637778;;;;4,391111;4,383073;4,437778;;;6,429844;6,196429;6,512249;6,497758;6,615341;7,008041;6,811682;6,811688;6,544491;4,685185;4,403987;6,40907;2,368;2,203;1,794;2,004;2,011;1,783;;2,149;2,192;2,007;1,651;1,911;1,873;1,921;2,231;1,954;1,941;2,115;1,969;1,748;1,889;;2,204;2,111;2,149;;;;1,854;1,822;1,855;;;2,011;2,106;1,937;1,984;1,59;1,557;1,438;1,4;1,494;1,98;1,77;1,801;0,2868;0,5083;0,2996;0,3537;0,4074;0,2307;0,2229;126;324;5;31;65;101;97;78;73;0;0;0;236;45;20;124;8;17;0;0;85;294;65;3;2;1;0
13/06/2023;2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;CPFL Paulista;3,31E+13;30;63,23;61,59;36,58;33,22;67,35;0,7187;8,56E-02;5,95E-02;0,4935;0,95480735;0,96584994;0,96744932;0,84618486;0,86887505;0,79689726;;0,94347495;0,97555005;0,97627097;;0,97745871;0,98338457;0,98001738;;0,9300146;0,92647118;0,95096287;0,9402305;6,708804;6,582589;6,763496;6,479545;6,524631;6,71267;;6,6614;6,590686;7,004831;7,142222;6,534091;6,642222;6,595556;6,747826;6,656398;6,659243;6,642697;6,688889;6,633333;6,290541;;4,428571;4,185102;4,266968;;;;3,975556;3,993333;4;;;7,0783;6,930337;7,102273;7,131222;6,628622;6,786646;6,657324;6,690864;6,537588;4,293547;3,98963;7,060533;1,973;2,108;1,963;2,115;2,015;1,954;;1,964;2,062;1,95;2,132;2,033;2,031;2,006;1,783;2,015;2,024;2,028;1,956;1,883;1,803;;2,651;2,759;2,794;;;;2,125;2,14;2,172;;;1,858;2,027;1,987;1,913;1,786;1,773;1,684;1,682;1,576;2,64;2,103;1,824;0,244;0,7105;0,2981;0,3731;0,3593;0,1396;0,1752;186;264;2;17;77;88;98;76;92;0;0;0;174;69;55;104;14;34;0;0;57;175;159;43;14;0;2
13/06/2023;2012;Concessionária;Nordeste;Equatorial Alagoas;1,23E+13;31;56,86;61,55;42,38;40,79;58,51;0,5922;0,1242;7,58E-02;0,4432;0,84151599;0,89129318;0,90354831;0,81350842;0,83186866;0,70203274;;0,8525791;0,89753175;0,86925938;;0,85741789;0,91252112;0,93065277;;0,8042215;0,83975252;0,81508418;0,7674542;5,114286;5,761146;6,813725;4,903846;5,11465;6,986577;;6,221088;6,529183;6,816176;7,296875;6,108626;6,36875;5,890282;6,858182;6,151316;5,880878;4,611842;6,753125;6,724138;6,073016;;4,824451;4,652038;4,971698;;;;4,803125;4,659375;4,561514;;;6,136508;6,009494;6,55836;6,370492;5,782372;6,59439;5,960208;6,112323;6,51676;4,816062;4,674671;6,268713;2,145;2,091;1,633;2,1;2,144;1,599;;1,956;1,914;1,824;1,77;1,943;1,899;2,057;1,733;1,929;2,087;2,349;2,149;1,745;1,647;;2,098;1,989;1,95;;;;1,511;1,401;1,369;;;1,604;1,686;1,406;1,407;1,405;1,463;1,416;1,255;1,453;1,757;1,283;1,233;0,2753;0,5997;0,3313;0,3696;0,3416;0,2097;0,183;88;232;2;29;88;79;67;34;21;0;0;0;155;35;19;81;8;22;0;0;115;139;54;12;0;0;0
13/06/2023;2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Neoenergia Brasília;7,52E+12;32;62,49;60,54;48,26;34,24;59,1;0,5483;6,22E-02;2,78E-02;0,4645;0,90260589;0,91701807;0,91725177;0,78562295;0,79634518;0,71390462;;0,90063373;0,94268583;0,93130036;;0,91570301;0,93999425;0,89609646;;0,85045334;0,88958491;0,8669283;0,85133395;6,460815;6,407524;7,025397;6,424051;6,445141;6,975;;6,40694;6,425868;6,867508;7,855799;6,430818;6,44375;6,520376;6,653968;6,506289;6,357367;6,22327;6,555911;6,647436;6,108197;;5,442623;5,163399;5,429967;;;;4,08805;4,038835;4,121019;;;6,320388;6,063492;6,428571;6,473684;6,622988;6,797386;6,450837;6,623737;6,437181;5,34533;4,082635;6,321534;1,883;1,878;1,687;1,905;1,886;1,77;;1,767;2,042;1,785;1,688;1,85;1,817;1,805;1,772;1,84;1,868;2,055;1,698;1,707;1,651;;2,143;2,299;2,155;;;;1,64;1,634;1,712;;;1,683;1,839;1,78;1,659;1,432;1,376;1,396;1,279;1,291;2,035;1,524;1,506;0,1668;0,668;0,2113;0,3477;0,381;0,1537;0,1081;120;200;1;15;56;71;72;52;49;0;4;0;54;37;25;89;37;78;0;0;19;61;92;61;39;24;24
13/06/2023;2012;Concessionária;Sul acima de 400 mil unidades consumidoras;CEEE-D;8,47E+12;33;58,96;60,3;46,15;35,52;61,54;0,6416;2,36E-02;1,60E-03;0,612;0,9304375;0,95501565;0,96197104;0,79087358;0,87587179;0,81651363;;0,85600076;0,93347343;0,94849009;;0,92588517;0,94896131;0,92467306;;0,89514725;0,90098708;0,89113894;0,9051758;6,228507;6,264237;6,471526;6,230068;6,190045;6,522523;;6,325893;6,171875;6,719376;6,479911;6,221477;6,128889;6,251111;6,357309;6,492135;5,953125;6,129464;6,76;6,242697;6,302222;;5,162222;5,135857;5,162222;;;;4,22049;4,151448;4,220982;;;6,535556;6,497778;6,5902;6,531532;6,317818;6,383706;6,218672;6,306732;6,434973;5,153434;4,19764;6,538766;1,749;1,805;1,647;1,703;1,786;1,836;;1,721;1,871;1,798;1,567;1,731;1,718;1,719;1,627;1,649;2,016;1,943;1,936;1,696;1,681;;2,06;2,315;2,151;;;;1,689;1,643;1,623;;;1,624;1,786;1,743;1,698;1,478;1,441;1,458;1,384;1,464;1,988;1,541;1,538;4,04E-02;0,7895;0,1033;0,3979;0,4242;-7,61E-02;-8,59E-02;175;275;2;37;79;75;98;70;89;0;0;0;166;66;41;117;23;37;0;0;66;186;156;35;3;2;2
13/06/2023;2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP São Paulo;2,30E+12;34;59,03;59,34;31,95;41,65;58,39;0,5415;4,68E-02;4,42E-02;0,5033;0,92650212;0,92960476;0,93863283;0,82779469;0,83582106;0,68428109;;0,91079102;0,95258718;0,9655002;;0,92267005;0,95449008;0,9517042;;0,88549903;0,91601168;0,91252349;0,88088667;6,348416;5,75737;6,681928;6,343964;6,244898;6,835556;;6,384439;5,896313;6,670507;7,270694;6,121495;6,4;6,407572;6,002809;6,210526;5,957303;5,640553;6,493333;6,436526;6,04;;4,131696;3,74833;3,759465;;;;4,823661;4,691964;4,732584;;;6,323661;5,943946;6,420582;6,34009;6,368688;6,46869;6,103127;6,313502;6,323286;3,879831;4,749403;6,25707;2,228;2,563;2,017;2,214;2,182;2,191;;2,238;2,415;2,157;2,069;2,28;2,182;2,031;2,15;2,272;2,509;2,517;2,106;2,123;1,944;;2,445;2,362;2,331;;;;2,151;2,072;2,108;;;1,956;2,112;2,088;2,072;1,766;1,8;1,753;1,652;1,616;2,243;1,99;1,849;0,2101;0,6294;0,2555;0,3723;0,3912;0,128;0,1045;173;277;3;22;71;107;118;83;45;0;1;0;135;40;43;191;12;29;0;0;35;195;173;43;2;0;2
13/06/2023;2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;Enel Distribuição São Paulo;6,17E+13;35;61,7;58,66;33,39;25,4;64,65;0,625;0,1111;0,0118;0,4151;0,92995491;0,94125917;0,94487296;0,85099778;0,86696333;0,76318284;;0,87869766;0,95970936;0,95120789;;0,97298872;0,98163946;0,97265074;;0,91326092;0,90569293;0,92657158;0,91834896;6,604119;6,150562;6,311751;6,788636;6,509186;6,640845;;6,484988;6,425481;6,952038;7,437778;6,287671;6,634744;6,621381;6,347432;6,610849;6,32;6,103837;6,124444;6,551111;6,143177;;4,092342;3,892617;4,038202;;;;3,255556;3,255556;3,346667;;;6,918919;6,527964;6,932584;6,890411;6,50085;6,717591;6,439707;6,552716;6,272911;4,007721;3,285926;6,81747;1,892;2,381;2,102;1,941;1,785;1,953;;2,018;2,191;1,919;1,916;2,108;1,989;2,102;1,98;1,958;2,179;2,426;2,176;1,827;1,902;;2,446;2,518;2,592;;;;2,009;1,966;1,98;;;2,022;2,165;1,979;2,015;1,594;1,582;1,667;1,515;1,63;2,344;1,937;1,873;0,1086;0,7184;0,2545;0,3517;0,332;0,1586;0,2081;147;303;2;24;73;92;101;87;71;0;0;0;161;61;47;117;16;48;0;0;69;174;139;50;11;5;2
13/06/2023;2012;Concessionária;Norte;Amazonas Energia;2,34E+12;36;58,18;58,4;30,42;32,76;55,6;0,7404;0,0848;0,0155;0,5572;0,95586176;0,95941446;0,95593943;0,83657152;0,91212195;0,79281577;;0,91083871;0,95868447;0,94581503;;0,92285843;0,94698867;0,94881159;;0,91052116;0,94015997;0,919476;0,93858928;5,722397;6,084639;6,554839;6,15873;6,297468;6,520505;;6,05178;6,091803;6,588816;7,075235;6,204473;6,129338;6,044164;5,996711;6,126984;6,025078;6,169811;6,15873;6,496875;6,082278;;3,463023;3,76129;3,977419;;;;4,119497;3,867508;3,8625;;;5,952978;5,861635;6,135647;6,066879;6,223096;6,402421;6,082014;6,235844;6,245961;3,733911;3,949835;6,004285;2,241;2,127;2,015;2,009;2,063;1,939;;2,035;2,228;2,009;1,862;1,996;1,887;1,949;2,496;1,996;2,086;2,171;2,016;1,852;1,785;;1,981;1,956;1,909;;;;1,941;1,76;1,74;;;1,879;1,879;1,903;1,77;1,758;1,73;1,734;1,666;1,597;1,828;1,703;1,722;0,1243;0,8169;0,17;0,3896;0,3848;0,1477;0,1648;142;178;1;13;68;87;62;56;32;0;1;0;99;60;39;85;12;25;0;0;41;180;85;11;3;0;0
13/06/2023;2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Energisa Mato Grosso;3,47E+12;37;55,75;57,54;49,82;38,76;61,15;0,5393;9,10E-03;2,03E-02;0,1843;0,92842083;0,9300817;0,95398109;0,64346179;0,7869497;0,72806321;;0,83223621;0,92850727;0,89972245;;0,94597465;0,96443806;0,95893673;;0,92040462;0,93203748;0,88186131;0,88041258;5,886792;5,5875;6,106918;5,977987;6,04717;6,05625;;5,793443;6,003165;6,194969;6,771875;6,197492;5,91875;5,799373;5,568182;5,717868;6,375;6,126582;6,583072;6,141509;5,861736;;5,583596;5,288462;5,592949;;;;4,571875;4,45625;4,438486;;;6,504762;6,492063;6,522152;6,496815;5,94377;6,192189;5,917626;6,017861;6,195439;5,488335;4,48887;6,503948;1,156;1,502;1,196;1,207;1,145;1,21;;1,296;1,312;1,412;1,159;1,263;1,456;1,429;1,526;1,292;1,285;1,285;1,355;1,212;1,871;;1,66;1,923;2;;;;1,347;1,271;1,267;;;1,178;1,178;1,22;1,134;1,008;1,02;1,075;0,97;1,068;1,656;1,238;1,064;0,1424;0,6356;0,2817;0,2289;0,2361;9,04E-02;-8,50E-03;122;198;2;20;51;66;83;42;56;0;0;0;137;36;29;73;12;33;0;0;63;157;76;19;5;0;0
13/06/2023;2012;Concessionária;Centro-Oeste acima de 30 mil unidades consumidoras;Enel Distribuição Goiás;1,54E+12;38;57,18;57,16;33,02;37,32;53,13;0,5948;5,98E-02;0,0659;0,4637;0,89770424;0,92710543;0,92537936;0,84442832;0,86864618;0,79942247;;0,86425387;0,9265112;0,90339559;;0,9103149;0,94472813;0,92057044;;0,86673431;0,8932012;0,86483873;0,84909779;5,768889;5,964365;6,474273;5,839644;5,673333;6,835556;;5,778032;6,190583;6,747748;7,571111;5,796875;5,944444;5,951111;6,055804;5,892617;6,031111;5,689038;6,347826;6,273333;5,790179;;4,248889;3,642857;4,044643;;;;4,465479;4,337054;4,276404;;;5,676404;5,573991;6,011136;5,87472;6,092677;6,41687;5,927354;6,145634;6,137113;3,978796;4,359646;5,784063;1,973;2,038;1,695;2,067;2,111;1,876;;1,804;2,009;1,776;1,946;1,804;1,869;1,926;1,932;1,751;2,03;2,27;1,677;1,639;1,771;;1,898;2,005;2,046;;;;1,879;1,687;1,679;;;1,713;1,904;1,744;1,644;1,363;1,389;1,442;1,282;1,419;1,782;1,617;1,522;0,2567;0,621;0,3092;0,3618;0,3665;0,1319;0,1379;175;275;6;56;105;91;97;47;45;0;3;0;163;48;41;126;28;44;0;0;35;219;149;37;8;2;0
13/06/2023;2012;Concessionária;Sudeste acima de 400 mil unidades consumidoras;EDP Espírito Santo;2,82E+13;39;53,82;55,34;50,11;33,52;55,56;0,4762;0,1208;7,15E-02;0,3003;0,93393661;0,9485737;0,95356647;0,81770044;0,80224541;0,75021808;;0,90456216;0,95869145;0,96518492;;0,94668219;0,9652925;0,95862776;;0,81785448;0,76548236;0,86174649;0,90222332;5,70625;5,636364;5,848101;5,808777;5,811912;6,103125;;5,981191;5,811502;5,871795;5,971875;5,74375;6,140625;5,878125;5,642633;5,735849;5,8375;5,78125;6,084375;5,853125;6,003145;;5,654088;5,413793;5,470219;;;;4,012539;4,025;4,0125;;;6,35443;5,458333;6,025078;6,116352;5,819088;5,876023;5,835997;5,843703;5,980215;5,5127;4,01668;5,988549;1,678;1,651;1,552;1,531;1,48;1,567;;1,595;1,587;1,612;1,53;1,618;1,467;1,711;1,707;1,617;1,622;1,715;1,514;1,376;1,569;;2,089;2,063;2,07;;;;1,728;1,742;1,707;;;1,554;1,984;1,738;1,61;1,279;1,263;1,264;1,2;1,174;1,955;1,651;1,437;0,2674;0,5703;0,2441;0,2755;0,317;0,205;0,1919;150;170;1;15;46;84;77;47;50;0;0;0;46;65;50;113;21;25;0;0;23;95;143;44;11;4;0
